name,url,total,Ted Cruz,Tommy Tuberville,Joshua Hawley,Rick Scott,Richard Shelby,"Marshall, Roger",Bill Haggerty,Marsha Blackburn,John Kennedy,Cynthia Lummis,Tom Cotton,Marco Rubio,John Barraso,Rand Paul,Tim Scott,Pat Toomey,Mike Lee,John Boozman,James Lankford,Cindy Hyde-Smith,Benjamin Sasse,Bill Cassidy,Steven Daines,John Hoeven,James Inhofe,Joni Ernst,Mike Braun,Jim Risch,Michael Crapo,Deb Fischer,Jerry Moran,John Thune,Ron Johnson,John Cornyn,Dan Sullivan,Kevin Cramer,Todd Young,Thom Tills,Roger Wicker,Roy Blunt,Shelley Moore Capito,Mitch McConnell,Chuck Grassley,Mitt Romney,Richard Burr,Mike Rounds,Rob Portman,Lindsey Graham,Lisa Murkowski,First Highest Donatee,Second Highest Donatee,Third Highest Donatee
Fidelity Investments,www.fidelity.com,326725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27250,42900,0,0,0,0,19200,0,0,0,0,0,0,0,30000,0,0,0,0,78375,0,0,0,1000,0,0,0,58750,0,45750,0,0,23500,0,0,John Cornyn,Mitch McConnell,Mitt Romney
National Assn of Home Builders,www.nahb.org,316258,0,0,0,0,0,0,0,0,0,5000,0,0,40000,0,0,0,0,0,0,20000,0,0,0,0,35000,0,0,12500,25000,0,0,25000,0,41750,0,0,0,0,0,25000,15000,35008,15000,0,0,0,0,0,22000,John Cornyn,John Barraso,Mitch McConnell
American Institute of CPAs,www.aicpa-cima.com,312000,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,30000,23500,0,0,11500,0,20000,0,0,0,0,0,0,15000,27500,0,0,0,25000,32500,0,0,0,0,0,20000,0,35000,0,0,0,24500,17500,0,0,Mitch McConnell,John Cornyn,Marco Rubio
DISH Network,www.dish.com,309650,0,0,0,0,0,0,0,39500,0,5350,0,0,25700,0,0,0,0,0,0,0,0,0,26550,0,0,0,0,0,0,22100,24000,36600,0,0,23900,0,0,0,48500,0,42050,0,0,0,0,0,0,0,15400,Roger Wicker,Shelley Moore Capito,Marsha Blackburn
Eli Lilly & Co,www.lilly.com,306402,0,0,0,0,0,0,0,0,0,0,0,0,35200,0,0,0,0,0,0,0,0,0,0,0,0,0,36888,0,27500,0,0,0,0,0,0,0,59875,0,0,16500,0,108139,0,0,0,0,22300,0,0,Mitch McConnell,Todd Young,Mike Braun
JPMorgan Chase & Co,www.jpmorganchase.com,303864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38988,19025,0,20883,14538,0,0,0,0,0,0,0,0,0,29035,0,0,0,0,54435,15200,0,0,0,0,0,0,61807,0,0,0,20050,0,29903,0,Mitch McConnell,John Cornyn,Tim Scott
LHC Group,www.lhcgroup.com,301927,0,0,0,0,0,0,0,0,27700,0,0,0,0,37650,0,0,0,0,19200,0,0,28600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72400,0,0,0,0,116377,0,0,0,0,0,0,0,Mitch McConnell,Todd Young,Rand Paul
Cox Enterprises,www.coxenterprises.com,299974,0,0,0,0,0,11600,0,0,0,0,18367,0,0,0,0,0,0,23300,44900,0,19600,25903,0,0,17302,0,0,0,0,45002,39000,0,0,0,0,0,0,0,33000,0,0,0,0,0,0,0,22000,0,0,Deb Fischer,James Lankford,Jerry Moran
Prudential Financial,www.prudential.com,297690,0,0,0,0,10000,0,0,0,0,0,0,0,27500,0,42665,23525,0,0,0,0,34500,0,0,0,0,0,0,0,30500,0,0,30000,0,0,0,0,0,0,0,20000,0,0,25000,0,14000,22500,17500,0,0,Tim Scott,Benjamin Sasse,Michael Crapo
Credit Union National Assn,www.cuna.org,297500,0,0,0,0,0,10000,0,0,19500,10000,0,0,0,27750,0,0,11250,0,17500,0,16000,0,0,24000,0,0,0,10000,44500,0,0,0,0,0,0,12500,0,0,0,0,0,0,30000,0,0,22000,17500,0,25000,Michael Crapo,Chuck Grassley,Rand Paul
USAA,www.usaa.com,295584,41553,0,0,0,12500,0,0,0,0,0,0,0,24005,0,0,12500,0,0,0,0,15001,0,0,0,15000,0,0,0,27500,0,17500,25000,0,43938,18005,0,0,0,0,0,0,43082,0,0,0,0,0,0,0,John Cornyn,Mitch McConnell,Ted Cruz
"Welsh, Carson et al",www.wcas.com,295390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126990,0,0,0,24000,0,0,0,0,0,0,0,78000,0,10800,0,0,0,0,0,39400,0,16200,0,0,0,0,0,Bill Cassidy,John Cornyn,Mitch McConnell
Hunt Companies,www.huntcompanies.com,288517,0,0,0,0,0,0,17000,0,0,0,0,17400,25300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28400,0,0,0,0,0,101312,18300,0,0,0,0,0,0,37000,0,0,0,0,0,26405,17400,John Cornyn,Mitch McConnell,Jim Risch
Valero Energy,www.valero.com,288149,50434,0,0,0,0,12500,0,0,27565,0,0,0,27550,0,0,15000,10000,0,32500,0,0,22500,0,0,70100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,James Inhofe,Ted Cruz,James Lankford
Chevron Corp,,285348,37743,0,13805,0,0,0,0,0,22000,12500,0,0,35400,0,0,0,0,0,0,15530,0,0,27748,10870,0,0,0,16005,0,0,0,0,10970,59816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22961,John Cornyn,Ted Cruz,John Barraso
UBS Americas,,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,0,0,25250,0,0,20300,0,0,0,0,0,15000,35700,0,0,31000,0,0,0,22000,25000,0,37700,0,0,0,0,15250,10000,35000,0,0,0,Roger Wicker,Michael Crapo,Mike Rounds
Capital Group,www.capitalgroup.com,284468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40805,0,0,0,0,0,28400,0,0,0,0,0,0,0,45000,0,0,88900,0,0,0,0,32510,0,0,0,0,0,0,0,0,0,22600,26253,0,John Thune,Michael Crapo,Tim Scott
Huntington Ingalls Industries,www.huntingtoningalls.com,278914,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,54478,0,0,0,0,32500,0,0,0,0,17500,0,0,0,0,22019,0,0,0,55417,0,20000,0,0,0,0,0,0,0,24500,Roger Wicker,Cindy Hyde-Smith,Richard Shelby
"National Stone, Sand & Gravel Assn",www.nssga.org,272000,0,0,0,0,0,10000,0,0,0,22500,0,33000,31500,0,0,0,0,0,0,0,0,0,25000,0,16000,0,0,0,0,16500,0,35000,0,32500,0,0,0,0,0,0,20000,0,30000,0,0,0,0,0,0,John Thune,Marco Rubio,John Cornyn
National Air Traffic Controllers Assn,,267500,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,25500,16500,0,0,0,0,15000,0,0,0,12500,0,16000,26000,33000,15000,0,0,0,0,0,0,18000,14000,0,0,0,0,16000,20500,0,19500,John Thune,Jerry Moran,John Boozman
PricewaterhouseCoopers,,259267,0,0,0,0,0,14825,0,26250,0,14500,26635,0,0,0,28670,17250,0,0,0,0,13500,0,0,0,0,28488,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,27010,0,0,11700,0,11510,0,24929,0,Tim Scott,Joni Ernst,Shelley Moore Capito
Northwestern Mutual,www.northwesternmutual.com,258990,0,10866,24316,0,0,0,0,0,0,0,0,0,0,0,32870,15000,0,0,0,0,0,0,24732,0,0,0,0,0,22000,0,0,0,33730,0,0,0,24350,0,0,0,0,35626,0,0,0,0,35500,0,0,Mitch McConnell,Rob Portman,Ron Johnson
Carlyle Group,,253765,0,0,0,30000,0,0,0,18925,0,0,0,25970,0,12785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58300,0,0,0,0,0,32500,0,29585,0,0,0,0,0,0,24300,0,0,0,0,21400,Michael Crapo,Dan Sullivan,Rick Scott
American Hospital Assn,,253550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,26000,0,0,34850,0,0,0,0,0,0,0,27000,24000,42200,42500,0,0,0,0,0,33000,Chuck Grassley,Mitch McConnell,John Thune
Bank of America,www.chicagomarathon.com,245839,24423,0,0,41812,0,0,0,0,0,0,25626,0,0,0,0,0,0,0,0,0,0,0,28562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18500,43748,0,0,7000,0,0,56168,0,Lindsey Graham,Mitch McConnell,Rick Scott
Independent Community Bankers of America,www.icba.org,245500,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,27000,17500,0,12500,0,0,19500,0,21000,10500,0,0,0,0,32000,15000,24000,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,28500,0,0,0,Michael Crapo,Mike Rounds,Tim Scott
Visa Inc,www.visainc.com,244555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72995,12500,0,0,0,0,0,0,0,0,0,0,0,17500,35000,0,0,26000,0,42060,0,0,0,0,0,0,15000,0,0,0,0,23500,0,0,0,Tim Scott,John Cornyn,Michael Crapo
Cigna Corp,,242342,0,0,22397,0,0,0,0,23525,0,0,0,0,0,0,34735,15510,17509,0,0,0,0,32560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20051,0,0,15026,0,61029,0,0,0,0,0,0,0,Mitch McConnell,Tim Scott,Bill Cassidy
"Paul, Weiss et al",,234891,0,0,0,0,0,0,14600,0,0,0,19225,0,0,10866,0,37350,0,0,16100,0,26600,0,0,0,0,0,0,0,0,0,0,0,0,84200,25950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Cornyn,Pat Toomey,Benjamin Sasse
Abbvie Inc,,234244,0,0,0,0,0,0,13095,0,0,0,0,0,40050,0,0,0,0,0,0,0,0,47752,0,12500,0,0,0,0,21000,0,0,32000,0,0,0,0,0,0,0,0,0,67847,0,0,0,0,0,0,0,Mitch McConnell,Bill Cassidy,John Barraso
Dominion Energy,www.dominionenergy.com,229207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27380,0,0,0,0,0,0,0,0,0,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47100,0,0,36000,13000,0,29000,27227,32000,Shelley Moore Capito,Mitt Romney,Lisa Murkowski
Democracy Engine,www.democracyengine.com,228470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20450,0,0,0,0,0,0,0,0,0,0,0,0,0,208020,0,0,0,0,0,0,0,0,0,0,0,0,Todd Young,Steven Daines,Ted Cruz
California Dairies Inc,,226500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,40000,30000,0,0,0,0,0,0,22500,25000,0,0,0,0,0,0,0,0,0,0,25000,0,10000,30000,20000,0,0,Steven Daines,John Hoeven,John Hoeven
Charles Schwab Corp,www.schwab.com,223074,0,0,38725,0,0,0,0,0,0,0,30925,0,0,0,26885,0,0,0,0,0,20900,0,0,0,0,0,16700,0,0,0,0,0,11657,0,16800,10800,0,0,0,16200,0,0,0,0,0,0,0,33482,0,Joshua Hawley,Lindsey Graham,Tom Cotton
Fierce Government Relations,,222800,0,0,17200,0,0,0,0,0,0,9100,0,0,36900,0,25300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54700,0,41300,0,0,0,0,0,0,0,0,12800,0,0,0,0,25500,0,John Thune,John Cornyn,John Barraso
iHeartMedia Inc,www.iheartmedia.com,220025,0,0,0,0,0,0,0,0,0,0,0,0,28100,0,0,0,25000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,50425,0,0,0,0,19500,0,0,0,12000,0,0,26000,0,0,0,John Cornyn,John Thune,John Boozman
American Dental Assn,,219200,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,20000,0,0,27500,0,0,27950,10000,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,20000,13500,0,0,0,6000,0,0,36750,0,John Barraso,Lindsey Graham,Steven Daines
National Rural Electric Cooperative Assn,,219000,0,0,0,0,0,0,0,0,0,0,0,0,31000,0,0,0,0,25000,0,0,0,0,0,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500,0,35000,25000,0,0,0,20000,0,30500,Mitch McConnell,John Barraso,Lisa Murkowski
Ford Motor Co,www.fordfund.org,218008,0,0,0,0,0,0,0,0,0,5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14615,17000,41385,0,0,0,0,0,0,0,30025,18545,46913,15122,0,0,0,29100,0,0,Mitch McConnell,John Thune,Roy Blunt
Duke Energy,www.duke-energy.com,217787,0,0,0,0,0,0,0,31050,0,0,0,30300,0,0,37613,0,0,0,0,0,0,0,0,0,26500,0,0,0,0,0,0,0,0,0,0,0,25125,0,0,0,0,0,0,0,25000,0,20000,22199,0,Tim Scott,Marsha Blackburn,Marco Rubio
Fresenius Medical Care,www.fmcna.com,213734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66629,0,22000,20205,0,42000,0,0,0,25050,15600,0,0,0,0,0,John Cornyn,Roger Wicker,Chuck Grassley
Hewlett Packard Enterprise,www.hpe.com,213465,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,15500,0,0,0,0,35321,0,0,0,0,36500,35000,0,0,0,0,41144,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,John Cornyn,Jim Risch,Steven Daines
Massachusetts Mutual Life Insurance,www.massmutual.com,211478,0,0,0,0,0,0,0,0,0,0,0,0,25500,0,35553,28850,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,0,15000,0,0,0,32575,5000,17500,0,0,0,0,0,12500,13000,0,0,0,Tim Scott,Todd Young,Pat Toomey
MetLife Inc,www.metlife.com,210613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72740,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,20000,0,0,0,0,0,0,0,0,0,0,74873,0,0,0,0,18000,0,0,Mitch McConnell,Tim Scott,Michael Crapo
Alphabet Inc,www.alphabet-in.com,210211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34150,0,0,0,0,0,0,0,0,46018,0,0,0,0,0,0,0,32805,0,0,29395,2900,0,0,0,40458,24485,0,0,0,0,0,0,Joni Ernst,Mitch McConnell,Mike Lee
Exelon Corp,www.exeloncorp.com,209075,0,0,0,0,0,0,0,0,0,0,0,0,46400,0,0,27650,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,20275,0,0,0,0,0,0,0,0,0,33850,0,55900,Lisa Murkowski,John Barraso,Rob Portman
American Airlines Group,www.aa.com,208206,55647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44531,0,0,0,0,0,0,0,76388,0,0,0,0,0,31640,0,Mitch McConnell,Ted Cruz,John Cornyn
Independent Insurance Agents & Brokers of America,www.independentagent.com,206500,0,0,0,0,0,13000,0,0,0,0,23500,0,0,0,0,34000,0,0,0,0,22500,0,0,0,0,0,0,0,27500,14000,26000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,Pat Toomey,Michael Crapo,Jerry Moran
Poet LLC,,204500,0,0,0,0,0,37500,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,15000,0,0,0,0,45600,0,0,0,15000,0,54800,0,0,0,0,0,0,0,0,0,0,0,0,0,26600,0,0,0,John Thune,Joni Ernst,"Marshall, Roger"
L3Harris Technologies,www.l3harrisusers.org,202902,0,0,0,20311,0,0,0,0,0,0,0,43527,0,0,0,0,0,0,33000,0,0,0,0,0,19000,0,21020,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30100,0,0,0,22444,0,Marco Rubio,James Lankford,Mitt Romney
Stephens Inc,www.revsinclair.com,200745,0,0,0,0,0,0,0,0,58200,0,81045,0,0,0,0,0,0,29900,0,0,31600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Cotton,John Kennedy,Benjamin Sasse
Jennmar Corp,,199400,49900,0,25000,24400,0,0,0,21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,23500,0,0,0,0,28000,0,0,0,0,0,0,0,0,Ted Cruz,Shelley Moore Capito,Mike Braun
AmerisourceBergen Corp,www.amerisourcebergen.com,199179,0,0,0,0,0,0,0,0,0,0,0,37575,0,0,23775,23800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37029,28500,15000,16000,0,17500,0,0,Marco Rubio,Mitch McConnell,Chuck Grassley
Bluff Point Assoc,www.bluffpt.com,197000,0,0,0,0,0,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,31600,0,0,0,0,36600,0,0,0,0,0,0,0,43800,0,10800,0,0,0,0,0,0,20400,10800,0,16000,0,0,0,John Cornyn,Joni Ernst,Benjamin Sasse
Ernst & Young,www.ernstings-family.de,194485,0,0,0,0,0,10500,21700,0,0,6000,0,0,0,0,0,0,0,0,25250,0,18000,0,0,0,0,0,0,10000,20500,0,0,0,10035,0,0,0,0,0,0,0,20000,0,0,0,10000,21000,0,0,21500,James Lankford,Bill Haggerty,Lisa Murkowski
HCA Inc,www.hca.inc,193748,0,0,0,34801,0,0,68060,56100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34787,0,0,0,0,0,0,0,Bill Haggerty,Marsha Blackburn,Rick Scott
Atlas Air Worldwide,www.atlasairworldwide.com,192115,0,0,0,0,0,0,0,0,0,0,0,20900,0,11800,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53925,0,0,0,0,26800,0,35190,0,0,0,0,0,0,25500,Dan Sullivan,Mitch McConnell,Roy Blunt
Crawford Group,www.crawfordgroup.com,190980,31206,0,13954,21210,0,13100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15502,20604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37500,0,37904,0,0,0,0,0,0,0,Mitch McConnell,Roy Blunt,Ted Cruz
Centene Corp,,190221,0,0,13700,0,0,0,0,0,0,0,0,0,32595,0,0,0,0,0,0,0,20500,27650,0,0,0,21800,0,0,0,0,0,0,0,0,0,0,30176,0,0,0,24300,0,19500,0,0,0,0,0,0,John Barraso,Todd Young,Bill Cassidy
Elliott Management,,189950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33500,0,0,38350,0,0,0,25300,0,0,11600,0,49700,0,0,0,0,0,31500,0,0,0,0,0,0,0,0,Dan Sullivan,Joni Ernst,Steven Daines
Williams Companies,www.williams.com,187200,0,0,16800,0,0,0,0,0,0,5000,0,0,35500,0,0,0,0,0,43400,0,0,0,0,0,49700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36800,0,0,0,0,0,0,0,0,James Inhofe,James Lankford,Shelley Moore Capito
ConocoPhillips,www.conocophillips.com,186285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45316,37775,0,0,0,0,0,0,45344,0,0,0,0,0,0,57850,Lisa Murkowski,Mitch McConnell,John Cornyn
Sinclair Companies,,182750,0,0,0,0,0,0,0,0,0,14000,0,0,44850,0,0,0,35900,0,0,0,0,0,21600,0,0,0,0,10600,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32400,0,0,0,0,0,John Barraso,Mike Lee,Mitt Romney
Capital One Financial,www.capitalonefinancial.co,181829,0,0,0,0,0,0,0,0,36445,0,0,0,0,0,40859,25025,0,0,0,0,0,0,0,0,0,0,0,0,27000,0,17500,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tim Scott,John Kennedy,John Thune
Oracle Corp,www.oracle.com,181153,0,0,19392,0,0,10730,0,0,0,0,0,21930,0,0,0,0,22465,0,0,0,0,0,0,0,0,0,0,0,0,0,28500,25400,0,0,18572,0,0,0,0,0,0,0,0,0,0,0,0,34164,0,Lindsey Graham,Jerry Moran,John Thune
Susan B Anthony List,,179897,0,0,23619,0,0,20200,0,0,0,0,0,0,0,0,0,0,0,0,27168,0,0,0,65225,0,0,31735,0,0,0,0,0,0,0,0,0,11950,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven Daines,Joni Ernst,James Lankford
KPMG LLP,,179662,0,0,0,0,0,10010,0,0,0,5000,0,0,0,0,0,18500,0,0,0,0,23575,0,0,0,0,0,0,0,25002,0,0,0,0,0,0,0,18575,0,0,0,19500,0,0,0,7500,17000,0,0,35000,Lisa Murkowski,Michael Crapo,Benjamin Sasse
Telapex Inc,,175280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95900,0,0,0,0,0,0,0,0,0,0,Roger Wicker,Cindy Hyde-Smith,Ted Cruz
JW Childs Assoc,www.jwchilds.com,175000,46600,0,0,18900,0,0,0,0,16600,0,36200,0,0,10800,0,0,19100,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,Ted Cruz,Tom Cotton,Mike Lee
"Nelson, Mullins et al",,171079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98009,0,Lindsey Graham,Tim Scott,Ted Cruz
Collazo Enterprises,,171063,0,0,0,0,110000,0,26000,0,0,0,0,35063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard Shelby,Marco Rubio,Bill Haggerty
Energy Transfer LP,,168599,0,0,0,0,0,0,0,0,17250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72789,0,78560,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Cramer,John Cornyn,John Kennedy
American Express,www.americanexpress.com,168145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25325,0,0,0,0,0,14500,0,0,0,0,0,0,0,22000,0,17500,40320,0,0,0,0,0,0,0,0,0,0,0,20000,6000,0,22500,0,0,John Thune,Tim Scott,Rob Portman
Senior Star,www.seniorstar.com,165800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23200,0,0,0,0,0,16800,0,0,0,0,0,21600,0,0,0,0,0,0,0,0,61400,19600,0,0,0,0,0,0,0,23200,Roy Blunt,James Lankford,James Lankford
Nucor Corp,,158449,0,0,0,0,0,0,0,0,35255,0,0,0,0,0,22944,0,0,24600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27825,0,0,16000,0,0,0,31825,0,John Kennedy,Lindsey Graham,Shelley Moore Capito
Toyota Motor Corp,www.toyota.com,156736,21357,0,0,0,0,0,25825,0,0,0,0,0,0,14486,0,0,0,0,0,0,0,0,0,0,0,21053,0,0,0,0,0,0,0,34510,0,0,0,0,27002,0,0,0,12503,0,0,0,0,0,0,John Cornyn,Roger Wicker,Bill Haggerty
MacAndrews & Forbes,www.macandrewsandforbes.com,156110,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15800,0,0,0,0,0,0,0,0,0,0,0,0,35400,0,0,0,0,0,0,0,0,0,34657,50253,0,Lindsey Graham,Todd Young,Rob Portman
Leidos Inc,www.leidos.com,155808,0,0,0,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,11500,29054,0,0,0,0,23254,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,20000,0,0,0,0,0,0,0,0,Richard Shelby,Cindy Hyde-Smith,James Inhofe
Bluewater International,www.bluewaterintl.com,155600,49900,0,0,0,0,0,0,0,0,0,26200,23200,0,0,0,0,0,0,0,0,15600,0,0,0,28300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12400,0,0,0,0,0,0,Ted Cruz,James Inhofe,Tom Cotton
Huffines Communities,www.huffinescommunities.com,155300,61300,0,0,0,0,0,0,0,0,0,0,0,0,78400,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rand Paul,Ted Cruz,Mike Lee
Reyes Holdings,www.reyesholdings.com,153500,0,0,0,0,0,0,0,0,34800,0,22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40800,0,0,0,0,0,0,33900,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,Mike Braun,John Kennedy,John Cornyn
Veritas Capital,www.veritascapital.com,153418,0,0,0,0,26000,0,0,0,0,0,0,44558,0,0,0,0,0,0,0,0,0,0,0,0,25500,0,0,0,0,0,0,0,0,0,15560,0,0,0,41800,0,0,0,0,0,0,0,0,0,0,Marco Rubio,Roger Wicker,Richard Shelby
American Trucking Assns,,152000,0,0,0,0,15000,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,25000,18500,30000,0,0,0,0,0,0,0,26000,17000,0,0,0,0,0,0,0,0,John Thune,Roy Blunt,Deb Fischer
Florida Crystals,www.floridacrystals.com,148161,0,0,0,35100,0,0,0,0,46400,0,0,48761,0,0,0,0,0,17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marco Rubio,John Kennedy,Rick Scott
American Seniors Housing Assn,www.ashaliving.org,148000,0,0,0,0,0,0,0,0,0,0,0,27500,0,0,22500,0,0,0,28500,0,0,0,0,0,0,0,0,0,0,0,17500,0,0,0,0,0,0,0,0,0,0,0,12500,11000,0,0,0,0,28500,James Lankford,James Lankford,Marco Rubio
CoreCivic Inc,www.corecivic.com,146795,0,0,0,0,0,0,47528,63400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21867,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marsha Blackburn,Bill Haggerty,Steven Daines
Rogers Group,www.rogersgroupincint.com,146400,0,0,0,0,0,0,108700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37700,0,0,0,0,0,0,0,0,0,0,0,0,Bill Haggerty,Todd Young,Ted Cruz
Laborers Union,www.local169.com,143205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35075,0,0,0,0,0,0,0,0,0,0,0,40600,0,0,0,0,0,32530,0,0,0,0,0,0,0,35000,Dan Sullivan,Steven Daines,Lisa Murkowski
The Villages,www.thevillages.com,141775,0,0,0,141775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rick Scott,Ted Cruz,Ted Cruz
Kirkland & Ellis,www.kirklands.com,140288,0,0,30428,0,0,0,0,0,0,0,0,36150,0,0,39550,0,0,0,0,0,0,0,0,0,0,21060,13100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tim Scott,Marco Rubio,Joshua Hawley
Sequoia Capital,www.sequoiacap.com,138800,0,0,0,0,0,0,16800,0,0,0,27500,21600,0,0,0,0,0,0,0,0,0,0,40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32200,0,Steven Daines,Lindsey Graham,Tom Cotton
